Bloc,Rubrique,Nom du champ,Type,Longueur,Obligatoire,Nomenclature,Description,Commentaire
S89.G00.67 - Droit supplémentaire acquis au titre des régimes de retraite supplémentaire à prestations définies,S89.G00.67.004,Pourcentage de droit supplémentaire acquis,Numeric,4-5,Oui,,Cette rubrique permet de déclarer le pourcentage de droit supplémentaire acquis annuellement.,DroitSupRegimeRSP.PourcentageDroitSupplementaireAcquis
S89.G00.67 - Droit supplémentaire acquis au titre des régimes de retraite supplémentaire à prestations définies,S89.G00.67.005,Millésime de rattachement,Numeric,4-4,Oui,,Année de rattachement des éléments déclarés au sein du présent bloc.,DroitSupRegimeRSP.MillesimeRattachement
S89.G00.87 - Actions gratuites,S89.G00.87.001,Code contexte,Enumeration,2-2,Oui,DSN_ActionsGratuites_Code_Contexte,"Renseigner ""01- oui"" si le bloc décrit une attribution
Renseigner ""02- non"" si le bloc décrit une acquisition. Des données supplémentaires sont alors attendues.",ActionsGratuites.CodeContexte
S89.G00.87 - Actions gratuites,S89.G00.87.002,Nombre d'actions,Numeric,1-8,Oui,,"[NB : sans décimale, zéros non significatifs tolérés.]",ActionsGratuites.NombreActions
S89.G00.87 - Actions gratuites,S89.G00.87.003,Valeur unitaire de l'action,Numeric,4-12,Oui,,"La valeur indiquée comprend deux chiffres après la virgule. A titre d'exemple, une valeur unitaire d'un montant de 0,385 euro sera indiquée à ""0.38"".
Une valeur unitaire d'un montant de 0,386 euro sera indiquée à ""0.39"".
Une valeur unitaire de 23€,70 sera indiquée à ""23.70"".

[NB : avec décimale, non signé, valeur zéro interdite, zéros non significatifs tolérés.]",ActionsGratuites.ValeurUnitaireAction
S89.G00.87 - Actions gratuites,S89.G00.87.004,Fraction du gain d'acquisition de source française,Numeric,4-6,Conditionnel,,"Cette valeur doit être exprimée en pourcentage avec caractère séparateur (deux décimales).
Exemple : ""23.70""

[NB : avec décimale, non signé, valeur zéro autorisée, zéros non significatifs tolérés.]",ActionsGratuites.FractionGainAcquisitionFr
S89.G00.87 - Actions gratuites,S89.G00.87.005,Date d'attribution,Date,8-8,Conditionnel,,[NB : Date au format JJMMAAAA avec AAAA = 19nn ou 20nn],ActionsGratuites.DateAttribution
S89.G00.87 - Actions gratuites,S89.G00.87.006,Date d'acquisition définitive,Date,8-8,Conditionnel,,[NB : Date au format JJMMAAAA avec AAAA = 20nn],ActionsGratuites.DateAcquisitionDefinitive
S89.G00.87 - Actions gratuites,S89.G00.87.007,Numéro d'inscription au répertoire,Alphanumeric,13-13,Conditionnel,,"Le numéro d'inscription au répertoire (NIR) est l'identifiant unique et invariable des individus inscrits au répertoire national d'identification des personnes physiques (RNIPP). Ce numéro correspond au numéro de sécurité sociale.
Ce numéro est composé de 13 chiffres et d'une clé de 2 chiffres. La clé n'est pas à déclarer dans cette rubrique.
Cette rubrique permet la déclaration du NIA (numéro d'immatriculation d'attente attribué par les organismes de protection sociale) en l'absence de NIR. Le NIA est constitué comme un NIR dans l'attente d'être certifié (circulaire DSS/sd4c N° 2012-213 du 1er juin 2012).
Le Nir doit avoir la forme SAAMMDDCCCNNN avec :
S = sexe de la personne physique doit être égal à 1 ou 2
AA = année de naissance de la personne physique doit être comprise entre 00 et 99
MM = mois de naissance de la personne physique doit être compris entre 01 et 12 ou entre 30 et 42 ou entre 50 et 99 ou égal à 20
DD = département de naissance de la personne physique doit être compris entre 01 et 99 ou être égal à 2A ou 2B
CCC = commune de naissance de la personne physique doit être comprise entre 001 et 999
NNN = numéro d'inscription la personne physique au registre d'état civil doit être compris entre 001 et 999
Si l'immatriculation est provisoire, ne pas utiliser les numéros provisoires reconnaissables par leur premier caractère égal à 7 ou 8, mais utiliser le NIA qui a été notifié.
En l'absence de NIR ou de NIA, il est obligatoire de remplir la rubrique Numéro technique temporaire (S89.G00.87.008).",ActionsGratuites.Identifiant
S89.G00.87 - Actions gratuites,S89.G00.87.008,Numéro technique temporaire,Alphanumeric,11-40,Conditionnel,,"Le NTT est un identifiant technique unique et invariant permettant à l'employeur de déclarer, dans un temps limité, un individu pour lequel il n'aurait pas connaissance du Numéro d'Inscription au Répertoire ou du Numéro d'Identification d'Attente au moment de l'émission d'une DSN.
Il est composé du code sexe de la personne physique qui doit être égal à 1 ou 2, suivi du SIREN de l'entreprise et d'un identifiant unique et pérenne de l'individu dans l'entreprise, comme le Matricule du salarié dans l'entreprise par exemple.  Il ne peut pas contenir de caractères ""espace"". Il s'agit d'une donnée technique destinée au système d'information DSN uniquement. Le NTT n'est pas une donnée de gestion et ne permet pas l'ouverture des droits de l'individu auprès des organismes de protection sociale.
Le NTT doit désigner un individu et un seul pour l'ensemble de ses contrats dans l'entreprise. En cas d'obtention de plusieurs NTT, l'employeur doit utiliser pour ses déclarations le NTT le plus ancien en cours de validité.
En l'absence de NIR ou de NIA, il est obligatoire de remplir la rubrique Numéro technique temporaire (S89.G00.87.008).
Le NTT doit être renseigné sur la première DSN où le NIR est attribué. Ceci permettra de faire le lien entre les deux identités déclarées par l'employeur.",ActionsGratuites.NTT
S89.G00.88 - Options sur titres (stock options),S89.G00.88.001,Code contexte,Enumeration,2-2,Oui,DSN_Code_Contexte,"Renseigner ""01- oui"" si le bloc décrit une attribution
Renseigner ""02- non"" si le bloc décrit une levée d'option. Des données supplémentaires sont alors attendues.",OptionsTitres.CodeContexte
S89.G00.88 - Options sur titres (stock options),S89.G00.88.002,Nombre d'options,Numeric,1-8,Oui,,"[NB : sans décimale, zéros non significatifs tolérés.]",OptionsTitres.NombreOptions
S89.G00.88 - Options sur titres (stock options),S89.G00.88.003,Valeur unitaire de l'action,Numeric,4-12,Oui,,"La valeur indiquée comprend deux chiffres après la virgule. A titre d'exemple, une valeur unitaire d'un montant de 0,385 euro sera indiquée à ""0.38"".
Une valeur unitaire d'un montant de 0,386 euro sera indiquée à ""0.39"".
Une valeur unitaire de 23€,70 sera indiquée à ""23.70"".
La valeur indiquée dépend du contexte d'utilisation du bloc.
Dans le cas d'une attribution, noter la valeur unitaire au jour de l'attribution des options.
Dans le cas d'une levée d'option, indiquer la valeur au jour de la levée d'option.
[NB : avec décimale, non signé, valeur zéro interdite, zéros non significatifs tolérés]",OptionsTitres.ValeurUnitaireAction
S89.G00.88 - Options sur titres (stock options),S89.G00.88.004,Prix de souscription de l'action,Numeric,4-12,Oui,,"Valeur exprimée en centimes d'euros avec caractère séparateur.
[NB : avec décimale, signé, valeur zéro interdite, zéros non significatifs tolérés]",OptionsTitres.PrixSouscriptionTitres
S89.G00.88 - Options sur titres (stock options),S89.G00.88.005,Fraction du gain de levée d'option de source française,Numeric,4-6,Conditionnel,,"Cette valeur doit être exprimée en pourcentage avec caractère séparateur (deux chiffres après la virgule).
Exemple : ""23.70""
[NB : avec décimale, non signé, valeur zéro autorisée, zéros non significatifs tolérés]",OptionsTitres.FractionGain
S89.G00.88 - Options sur titres (stock options),S89.G00.88.006,Date d'attribution,Date,8-8,Conditionnel,,[NB : Date au format JJMMAAAA avec AAAA = 19nn ou 20nn],OptionsTitres.DateAttribution
S89.G00.88 - Options sur titres (stock options),S89.G00.88.007,Date de levée de l'option,Date,8-8,Conditionnel,,[NB : Date au format JJMMAAAA avec AAAA = 19nn ou 20nn],OptionsTitres.DateLeveeOption
S89.G00.88 - Options sur titres (stock options),S89.G00.88.008,Numéro d'inscription au répertoire,Alphanumeric,13-13,Conditionnel,,"Le numéro d'inscription au répertoire (NIR) est l'identifiant unique et invariable des individus inscrits au répertoire national d'identification des personnes physiques (RNIPP). Ce numéro correspond au numéro de sécurité sociale.
Ce numéro est composé de 13 chiffres et d'une clé de 2 chiffres. La clé n'est pas à déclarer dans cette rubrique.
Cette rubrique permet la déclaration du NIA (numéro d'immatriculation d'attente attribué par les organismes de protection sociale) en l'absence de NIR. Le NIA est constitué comme un NIR dans l'attente d'être certifié (circulaire DSS/sd4c N° 2012-213 du 1er juin 2012).
Le Nir doit avoir la forme SAAMMDDCCCNNN avec :
S = sexe de la personne physique doit être égal à 1 ou 2
AA = année de naissance de la personne physique doit être comprise entre 00 et 99
MM = mois de naissance de la personne physique doit être compris entre 01 et 12 ou entre 30 et 42 ou entre 50 et 99 ou égal à 20
DD = département de naissance de la personne physique doit être compris entre 01 et 99 ou être égal à 2A ou 2B
CCC = commune de naissance de la personne physique doit être comprise entre 001 et 999
NNN = numéro d'inscription la personne physique au registre d'état civil doit être compris entre 001 et 999
Si l'immatriculation est provisoire, ne pas utiliser les numéros provisoires reconnaissables par leur premier caractère égal à 7 ou 8, mais utiliser le NIA qui a été notifié.
En l'absence de NIR ou de NIA, il est obligatoire de remplir la rubrique Numéro technique temporaire (S89.G00.88.009).",OptionsTitres.Identifiant
S89.G00.88 - Options sur titres (stock options),S89.G00.88.009,Numéro technique temporaire,Alphanumeric,11-40,Conditionnel,,"Le NTT est un identifiant technique unique et invariant permettant à l'employeur de déclarer, dans un temps limité, un individu pour lequel il n'aurait pas connaissance du Numéro d'Inscription au Répertoire ou du Numéro d'Identification d'Attente au moment de l'émission d'une DSN.
Il est composé du code sexe de la personne physique qui doit être égal à 1 ou 2, suivi du SIREN de l'entreprise et d'un identifiant unique et pérenne de l'individu dans l'entreprise, comme le Matricule du salarié dans l'entreprise par exemple.  Il ne peut pas contenir de caractères ""espace"".
Il s'agit d'une donnée technique destinée au système d'information DSN uniquement. Le NTT n'est pas une donnée de gestion et ne permet pas l'ouverture des droits de l'individu auprès des organismes de protection sociale.
Le NTT doit désigner un individu et un seul pour l'ensemble de ses contrats dans l'entreprise. En cas d'obtention de plusieurs NTT, l'employeur doit utiliser pour ses déclarations le NTT le plus ancien en cours de validité.
En l'absence de NIR ou de NIA, il est obligatoire de remplir la rubrique Numéro technique temporaire (S89.G00.88.009).
Le NTT doit être renseigné sur la première DSN où le NIR est attribué. Ceci permettra de faire le lien entre les deux identités déclarées par l'employeur.",OptionsTitres.NTT
S89.G00.89 - Bons de souscription de parts de créateur d'entreprise (BSPCE),S89.G00.89.001,Nombre de titres,Numeric,1-8,Oui,,"[NB : sans décimale, zéros non significatifs tolérés.]",Bspce.NombreTitres
S89.G00.89 - Bons de souscription de parts de créateur d'entreprise (BSPCE),S89.G00.89.002,Prix d'acquisition des titres,Numeric,4-12,Oui,,"La valeur indiquée comprend deux chiffres après la virgule. A titre d'exemple, une valeur unitaire d'un montant de 0,385 euro sera indiquée à ""0.38"", une valeur unitaire d'un montant de 0,386 euro sera indiquée à ""0.39"" et une valeur unitaire de 23€,70 sera indiquée à ""23.70"".
[NB : avec décimale, non signé, valeur zéro interdite, zéros non significatifs tolérés]",Bspce.PrixAcquisitionTitres
S89.G00.89 - Bons de souscription de parts de créateur d'entreprise (BSPCE),S89.G00.89.003,Valeur unitaire des titres au jour de l'exercice des bons,Numeric,4-12,Oui,,"La valeur indiquée comprend deux chiffres après la virgule. A titre d'exemple, une valeur unitaire d'un montant de 0,385 euro sera indiquée à ""0.38"", une valeur unitaire d'un montant de 0,386 euro sera indiquée à ""0.39"" et une valeur unitaire de 23€,70 sera indiquée à ""23.70"".
[NB : avec décimale, non signé, valeur zéro interdite, zéros non significatifs tolérés]",Bspce.ValeurUnitaireTitres
S89.G00.89 - Bons de souscription de parts de créateur d'entreprise (BSPCE),S89.G00.89.004,Fraction du gain de source française,Numeric,4-6,Oui,,"Cette valeur doit être exprimée en pourcentage avec caractère séparateur (deux chiffres après la virgule).
Exemple : ""23.70""
[NB : avec décimale, non signé, valeur zéro autorisée, zéros non significatifs tolérés]",Bspce.FractionGain
S89.G00.89 - Bons de souscription de parts de créateur d'entreprise (BSPCE),S89.G00.89.005,Date d'acquisition des titres,Date,8-8,Oui,,[NB : Date au format JJMMAAAA avec AAAA = 20nn],Bspce.DateAcquisitionTitres
S89.G00.89 - Bons de souscription de parts de créateur d'entreprise (BSPCE),S89.G00.89.006,Durée d'exercice de l'activité du bénéficiaire dans l'entreprise,Numeric,1-3,Oui,,"Cette durée est à indiquer en mois.
[NB : sans décimale, non signé, valeur zéro interdite, zéros non significatifs tolérés]",Bspce.DureeExerciceActivite 
S89.G00.89 - Bons de souscription de parts de créateur d'entreprise (BSPCE),S89.G00.89.007,Numéro d'inscription au répertoire,Alphanumeric,13-13,Conditionnel,,"Le numéro d'inscription au répertoire (NIR) est l'identifiant unique et invariable des individus inscrits au répertoire national d'identification des personnes physiques (RNIPP). Ce numéro correspond au numéro de sécurité sociale.
Ce numéro est composé de 13 chiffres et d'une clé de 2 chiffres. La clé n'est pas à déclarer dans cette rubrique.
Cette rubrique permet la déclaration du NIA (numéro d'immatriculation d'attente attribué par les organismes de protection sociale) en l'absence de NIR. Le NIA est constitué comme un NIR dans l'attente d'être certifié (circulaire DSS/sd4c N° 2012-213 du 1er juin 2012).
Le Nir doit avoir la forme SAAMMDDCCCNNN avec :
S = sexe de la personne physique doit être égal à 1 ou 2
AA = année de naissance de la personne physique doit être comprise entre 00 et 99
MM = mois de naissance de la personne physique doit être compris entre 01 et 12 ou entre 30 et 42 ou entre 50 et 99 ou égal à 20
DD = département de naissance de la personne physique doit être compris entre 01 et 99 ou être égal à 2A ou 2B
CCC = commune de naissance de la personne physique doit être comprise entre 001 et 999
NNN = numéro d'inscription la personne physique au registre d'état civil doit être compris entre 001 et 999
Si l'immatriculation est provisoire, ne pas utiliser les numéros provisoires reconnaissables par leur premier caractère égal à 7 ou 8, mais utiliser le NIA qui a été notifié.
En l'absence de NIR ou de NIA, il est obligatoire de remplir la rubrique Numéro technique temporaire (S89.G00.89.008).",Bspce.Identifiant
